seccion,titular,enlace_noticia
Medioambiente,"Estudio revela un inesperado impacto de las plantaciones forestales en la cuenca del río Purapel, en la Región del Maule",https://www.latercera.com/que-pasa/noticia/estudio-revela-un-inesperado-impacto-de-las-plantaciones-forestales-en-la-cuenca-del-rio-purapel-en-la-region-del-maule/H63KESAVNFDSPJPEAYRGV7Y4TA/
Cambio climático,Deshielo en el pasado aumentó el nivel del mar mucho más rápido que hoy,https://www.latercera.com/que-pasa/noticia/deshielo-en-el-pasado-aumento-el-nivel-del-mar-mucho-mas-rapido-que-hoy/UTLXRBRQNRGA3IVYZAVKILOLBY/
Early Access,Biden lanza ambicioso plan de US$ 2 billones para reconstruir la infraestructura y remodelar la economía de EE.UU.,https://www.latercera.com/earlyaccess/noticia/biden-lanza-ambicioso-plan-de-us-2-billones-para-reconstruir-la-infraestructura-y-remodelar-la-economia-de-eeuu/W4VKUDP5PVCVFBW7OKYMDVEDII/
Ciencia,Observatorio de Cambio Climático: una oportunidad para transformar datos en información,https://www.latercera.com/que-pasa/noticia/observatorio-de-cambio-climatico-una-oportunidad-para-transformar-datos-en-informacion/XUBVRJCF4FBQ5KKM5FVJJFX6FA/
Columna de Opinión,Chile y el agua en su punto de quiebre,https://www.latercera.com/que-pasa/noticia/chile-y-el-agua-en-su-punto-de-quiebre/6OOVRI4HQVHGJBHOKSUP3INF7Q/
Ciencia,Lanzan pionero Observatorio de Cambio Climático en la Antártica,https://www.latercera.com/que-pasa/noticia/lanzan-pionero-observatorio-de-cambio-climatico-en-la-antartica/GRTUQ6F5VND5RIZQTXO6HIC4FQ/
Medioambiente,Esta es la última víctima del cambio climático en Chile,https://www.latercera.com/que-pasa/noticia/esta-es-la-ultima-victima-del-cambio-climatico-en-chile/XILZNVDRRJCGBDEMOR5UWN225I/
Clima,Bajas segregadas: fenómeno climático produce tormentas eléctricas y precipitaciones en Santiago que vive su verano más lluvioso en 65 años,https://www.latercera.com/que-pasa/noticia/bajas-segregadas-fenomeno-climatico-produce-tormentas-electricas-y-precipitaciones-en-santiago-que-vive-su-verano-mas-lluvioso-en-65-anos/KXZAPRQI7RFZDJ5CJMJ4F4PY7Y/
Cambio climático,Estudio asegura que en 2100 el verano durará 6 meses en el hemisferio norte,https://www.latercera.com/la-tercera-tv/noticia/estudio-asegura-que-en-2100-el-verano-durara-6-meses-en-el-hemisferio-norte/R24GZRKH5JFSZPB6EY2CCJYAVE/
Tendencias,Cambio climático: El plan maestro de Bill Gates,https://www.latercera.com/tendencias/noticia/cambio-climatico-el-plan-maestro-de-bill-gates/XHMITPTGBBH77H3GESQYUHDAU4/
Medioambiente,Agujero de ozono: estudio dice que es uno de los grandes responsables de la sequía que afecta al país,https://www.latercera.com/que-pasa/noticia/agujero-de-ozono-estudio-dice-que-es-uno-de-los-grandes-responsables-de-la-sequia-que-afecta-al-pais/Y7QGAFKIRNCMLHPWKA43VCNAW4/
Hub Sustentabilidad,Natura es reconocida a nivel mundial por involucrar a los proveedores con el cuidado del cambio climático,https://www.latercera.com/pulso/noticia/natura-es-reconocida-a-nivel-mundial-por-involucrar-a-los-proveedores-con-el-cuidado-del-cambio-climatico/XQH6CUJH7ZG5TI4AUIXYPOGOPQ/
Ciencia,Gigantesco iceberg dos veces más grande que Santiago se desprende de la Antártica,https://www.latercera.com/que-pasa/noticia/gigantesco-iceberg-dos-veces-mas-grande-que-santiago-se-desprende-de-la-antartica/VPWKKANZ5FFCDLLCDVDWYUKUME/
Voces,El cambio climático y la infraestructura básica,https://www.latercera.com/opinion/noticia/el-cambio-climatico-y-la-infraestructura-basica/4AHKAOFRMNFX3HUA4W572WUKAU/
The Wall Street Journal,La mejor decisión de Bill Gates,https://www.latercera.com/pulso/noticia/la-mejor-decision-de-bill-gates/K5JB22RLJBCTDBYEIGPROU3P6A/
Medioambiente,Facebook continúa su lucha contra el cambio climático,https://www.latercera.com/que-pasa/noticia/facebook-continua-su-lucha-contra-el-cambio-climatico/WUS62VUSKZBMJIR3KV3MYDKD4Y/
Medioambiente,La llegada a Marte podría ayudar a combatir el cambio climático en la Tierra,https://www.latercera.com/que-pasa/noticia/la-llegada-a-marte-podria-ayudar-a-combatir-el-cambio-climatico-en-la-tierra/QPMNCIGFWJG33LQCJCU2AOS2GM/
Hub Sustentabilidad,Casos judiciales sobre cambio climático se han duplicado en tres años en el mundo,https://www.latercera.com/pulso/noticia/casos-judiciales-sobre-cambio-climatico-se-han-duplicado-en-tres-anos-en-el-mundo/SZEFCSH2NRGUNOYFTZGEK2VOFA/
Medioambiente,Olas de calor azotan la zona centro-sur y austral de Chile: Patagonia registra 10°C por sobre el promedio,https://www.latercera.com/que-pasa/noticia/olas-de-calor-azotan-la-zona-centro-sur-y-austral-de-chile-patagonia-registra-10c-por-sobre-el-promedio/CQWEQNPRRRGVVNFXGZSJUEPY74/
Medioambiente,Puelche: el inesperado viento que generará la extrema ola de calor que está golpeando la zona centro sur,https://www.latercera.com/que-pasa/noticia/puelche-el-inesperado-viento-que-generara-la-extrema-ola-de-calor-que-esta-golpeando-la-zona-centro-sur/7J2UW62SSZBG3M7O3HZL5HGRGA/
Ciencia,¿Cómo evitar cortes por lluvias? Proponen uso de aguas subterráneas para evitar problemas de abastecimiento en la Región Metropolitana,https://www.latercera.com/que-pasa/noticia/como-evitar-cortes-por-lluvias-proponen-uso-de-aguas-subterraneas-para-evitar-problemas-de-abastecimiento-en-la-region-metropolitana/G4X24LY7DZFDTKYWAOVM36YCXU/
Medioambiente,Megasequía: La “nueva normalidad” en la que vivirá Chile,https://www.latercera.com/que-pasa/noticia/megasequia-la-nueva-normalidad-en-la-que-vivira-chile/TLW5IUCORRFHFMSRUAVHCGGKJQ/
Ciencia,El “reloj del apocalipsis” se mantiene cerca de la medianoche,https://www.latercera.com/que-pasa/noticia/el-reloj-del-apocalipsis-se-mantiene-cerca-de-la-medianoche/46HFJGQPHZAJTEDZIPPSRRMOUE/
Inversiones,"BlackRock: “Chile sigue siendo un mercado atractivo en la región (...) en temas energéticos, hay una propuesta muy interesante para inversionistas externos”",https://www.latercera.com/pulso-trader/noticia/gerente-general-de-blackrock-en-chile-chile-sigue-siendo-un-mercado-atractivo-en-la-region-en-temas-energeticos-hay-una-propuesta-muy-interesante-para-inversionistas-externos/QYZFDUIS6BDJ7NXGK2HHJNERNY/
Gobierno,"Piñera participa en Cumbre de Adaptación Climática: “Algunas personas se muestran escépticas sobre el cambio climático, pero la evidencia científica es abrumadora”",https://www.latercera.com/nacional/noticia/pinera-participa-en-cumbre-de-adaptacion-climatica-algunas-personas-se-muestran-escepticas-sobre-el-cambio-climatico-pero-la-evidencia-cientifica-es-abrumadora/6GFUNEEOC5EPTDBUB77IGD453I/
Ciencia,La Antártica se calienta: continente marcó nuevos récords de temperatura en 2020,https://www.latercera.com/que-pasa/noticia/la-antartica-se-calienta-continente-marco-nuevos-records-de-temperatura-en-2020/PBXNS65MH5HALD3PZATU6HIASU/
Medioambiente,Migración masiva: uno de los efectos sociales de la contaminación del aire que podría afectar a Chile,https://www.latercera.com/que-pasa/noticia/migracion-masiva-uno-de-los-efectos-sociales-de-la-contaminacion-del-aire-que-podria-afectar-a-chile/HMI64C6FNNEARG4EYOV3PGCDNY/
Cambio Climático,Más de 100 sociedades de ciencias oceánicas se unen para advertir sobre los peligros del cambio climático,https://www.latercera.com/que-pasa/noticia/mas-de-100-sociedades-de-ciencias-oceanicas-se-unen-para-advertir-sobre-los-peligros-del-cambio-climatico/BIRXSJM7ANA6LC74VPTFKP6NAY/
Congreso Futuro,"Rachel Bronson, la mujer que maneja el Reloj del Apocalipsis: “La ciencia está avanzando a una velocidad tan rápida que se hace difícil poder controlar su uso”",https://www.latercera.com/que-pasa/noticia/rachel-bronson-la-mujer-que-maneja-el-reloj-del-apocalipsis-la-ciencia-esta-avanzando-a-una-velocidad-tan-rapida-que-se-hace-dificil-poder-controlar-su-uso/4FRLFUTMGNBELGIE6DZ3JULUJY/
Cambio climático,2020 fue el segundo año más caluroso de la historia,https://www.latercera.com/que-pasa/noticia/2020-fue-el-segundo-ano-mas-caluroso-de-la-historia/PFBBTKGNXFG7PAQ6HFH6BBUXAA/
Medio Ambiente,Científicos alertan inminente desaparición del glaciar Tuni en Bolivia,https://www.latercera.com/la-tercera-tv/noticia/cientificos-alertan-inminente-desaparicion-del-glaciar-tuni-en-bolivia/EK2QUOVYIJAAJJWKFNPA6WJZUQ/
Cambio Climático,Desastres naturales en el mundo causaron 210 mil millones de dólares en daños en 2020,https://www.latercera.com/que-pasa/noticia/desastres-naturales-en-el-mundo-causaron-210-mil-millones-de-dolares-en-danos-en-2020/BLANUDY3QZBI3JRWV6A6APL7GU/
Cambio climático,Científicos utilizarán inteligencia artificial para analizar el cambio climático desde el océano,https://www.latercera.com/que-pasa/noticia/cientificos-utilizaran-inteligencia-artificial-para-analizar-el-cambio-climatico-desde-el-oceano/LFK5DKTTYRGKHCALZXVRBN7JRQ/
Tendencias,David Wallace-Wells: “Los últimos años han sido un poderoso antídoto para la desesperanza”,https://www.latercera.com/tendencias/noticia/david-wallace-wells-los-ultimos-anos-han-sido-un-poderoso-antidoto-para-la-desesperanza/UHU2MISJOVE2LHYNWP7IFIBISU/
Voces,"A cinco años del Acuerdo de París, bienvenida la revolución verde",https://www.latercera.com/opinion/noticia/a-cinco-anos-del-acuerdo-de-paris-bienvenida-la-revolucion-verde/KJIC2LL4AZH4LHS3X6CWUEKLNY/
Libros,"Clásicos, ciencia y aventuras: siete libros ilustrados para niños",https://www.latercera.com/culto/2020/12/23/clasicos-ciencia-y-aventuras-siete-libros-ilustrados-para-ninos/
Medioambiente,"La otra cara de Navidad, su huella de carbono",https://www.latercera.com/que-pasa/noticia/la-otra-cara-de-navidad-su-huella-de-carbono/LAZRMO7KCRCGFLSWOTHJU5XQFM/
Forestal,"Arauco adquiere propiedad mayoritaria de Odd Industries, firma de IA ligada a Leo Prieto",https://www.latercera.com/pulso/noticia/arauco-adquiere-propiedad-mayoritaria-de-odd-industries/B5UFIFBM6FEB5PJ32O5FLLXS6M/
Voces,A cinco años del Acuerdo de París,https://www.latercera.com/opinion/noticia/a-cinco-anos-del-acuerdo-de-paris/RKM6KTBESRGSJOPIJEPTVUCJSE/
Música,Lorde viajó a la Antártica para aprender sobre cambio climático,https://www.latercera.com/culto/2020/12/10/lorde-viajo-a-la-antartica-para-aprender-sobre-cambio-climatico/
Cambio climático,Informe revela la crítica situación de la Gran Barrera de Coral en Australia,https://www.latercera.com/la-tercera-tv/noticia/informe-revela-la-critica-situacion-de-la-gran-barrera-de-coral-en-australia/5TH45E6WN5AP5IGAQMNFR7Y6EI/
Medioambiente,Megaincendios son responsables del 90% del CO2 emitido en un año en el país,https://www.latercera.com/que-pasa/noticia/megaincendios-son-responsables-del-90-del-co2-emitido-en-un-ano-en-el-pais/4ISLOI3NE5G7NLVLUFKQNTH2EE/
Medioambiente,Santiago vive la primavera más seca de su historia,https://www.latercera.com/que-pasa/noticia/santiago-vive-la-primavera-mas-seca-de-su-historia/W6MCX6RY45EINEU7IEL6U7ZXRE/
Cambio Climático,"ONU: 2020, en camino de ser uno de los años más cálidos desde que hay registros",https://www.latercera.com/que-pasa/noticia/onu-2020-en-camino-de-ser-uno-de-los-anos-mas-calidos-desde-que-hay-registros/HAIV52HVV5EBJH6M5RXFTJPU4Q/
Cine,Greta Thunberg: Nat Geo estrena documental sobre la historia de la activista,https://www.latercera.com/culto/2020/12/01/greta-thunberg-nat-geo-estrena-documental-sobre-la-historia-de-la-activista/
Medioambiente,Santiago se apresta a vivir el día más caluroso de la primavera: temperatura podría llegar hasta los 35°C,https://www.latercera.com/que-pasa/noticia/santiago-se-apresta-a-vivir-el-dia-mas-caluroso-de-la-primavera-temperatura-podria-llegar-hasta-los-35c/ZBO36CFBTNH3PNGMDDI3TPMOHU/
Medioambiente,Peñalolén recibe distinción de UE por su contribución en combate al cambio climático,https://www.latercera.com/que-pasa/noticia/penalolen-recibe-distincion-de-ue-por-su-contribucion-en-combate-al-cambio-climatico/RDMJBGAIPNCV7FA5UDTE34PVKU/
Medioambiente,El cambio climático podría tener una nueva víctima en Chile: la energía solar,https://www.latercera.com/que-pasa/noticia/el-cambio-climatico-podria-tener-una-nueva-victima-en-chile-la-energia-solar/V26RU4ROZVFPXMEROQFVFBM3FA/
Innovación Abierta,La Fuerza Aérea busca enfrentar el cambio climático por medio de la información geoespacial,https://www.latercera.com/pulso/noticia/la-fuerza-aerea-busca-enfrentar-el-cambio-climatico-por-medio-de-la-informacion-geoespacial/ZR7IBKIVJZEXHCFJBNQX73JTC4/
Medioambiente,Publican libro infantil sobre el cambio climático,https://www.latercera.com/que-pasa/noticia/publican-libro-infantil-sobre-el-cambio-climatico/AA5DIA2GXVHQ5HTJF5LHA7GBTA/
Hub Sustentabilidad,La comunión sustentable entre cambio climático y cloud computing,https://www.latercera.com/pulso/noticia/la-comunion-sustentable-entre-cambio-climatico-y-cloud-computing/XI3YOUF57NE6DFYY45A5XFGQAU/
Medioambiente,Conaf y Naciones Unidas se preparan para que Chile sea un país más resiliente ante los incendios forestales,https://www.latercera.com/que-pasa/noticia/conaf-y-naciones-unidas-se-preparan-para-que-chile-sea-un-pais-mas-resiliente-ante-los-incendios-forestales/MA25BPAENNHJNBPQS5UPKXOY6M/
Medioambiente,Joe Biden y el retorno de EE.UU. al Acuerdo de París,https://www.latercera.com/que-pasa/noticia/joe-biden-y-el-retorno-de-eeuu-al-acuerdo-de-paris/2XLMXJ2W2BEEPN5EONVJN4724Y/
Medioambiente,"¿Viva o muerta? Inédito estudio fija el valor económico de la ballena azul en Chile, el animal más grande del mundo",https://www.latercera.com/que-pasa/noticia/ballena-azul-el-animal-mas-grande-del-mundo-su-valor-y-aporte-al-ecosistema-en-chile/VXBI3UNYPREPJLVXMITCLNIDKU/
Medioambiente,Glosario de una Constitución verde: ¿Qué es la justicia ambiental? ¿Puede tener derechos la naturaleza?,https://www.latercera.com/que-pasa/noticia/glosario-de-una-constitucion-verde-que-es-la-justicia-ambiental-puede-tener-derechos-la-naturaleza/36XQPW75IZEEZO4UXHVQVCG6WY/
Medioambiente,Octubre fue el más caluroso registrado en Europa,https://www.latercera.com/que-pasa/noticia/octubre-fue-el-mas-caluroso-registrado-en-europa/PMJGREB5AVG5TGDZWW4DBOP34I/
Cambio Climático,"EE.UU. abandona acuerdo de París sobre clima, aunque Joe Biden promete reincorporarse si es elegido",https://www.latercera.com/que-pasa/noticia/eeuu-abandona-acuerdo-de-paris-sobre-clima-aunque-joe-biden-promete-reincorporarse-si-es-elegido/USJBAMQYWRFOTHH4ZLLFVCTHUM/
Voces,La revolución del hidrógeno verde: no se olviden del transporte marítimo,https://www.latercera.com/opinion/noticia/la-revolucion-del-hidrogeno-verde-no-se-olviden-del-transporte-maritimo/RCLWYMPDX5A2FIDINCD4XKPPJ4/
Medioambiente,Ciencia y transformación energética: Hidrógeno el nuevo salitre,https://www.latercera.com/opinion/noticia/ciencia-y-transformacion-energetica-hidrogeno-el-nuevo-salitre/GVMBRXP5V5ELNOWYUTZEHZVC4A/
Cine,Una carta de amor para el planeta: las memorias de David Attenborough en Netflix,https://www.latercera.com/culto/2020/10/20/una-carta-de-amor-para-el-planeta-las-memorias-de-david-attenborough-en-netflix/
Medioambiente,Marejadas intensas son responsables de varazones masivas de crías de lobos marinos,https://www.latercera.com/que-pasa/noticia/marejadas-intensas-son-responsables-de-varazones-masivas-de-crias-de-lobos-marinos/3J26NJ2HE5AKTLGXOFBMDPWKJE/
Medioambiente,"Cambio climático, principal responsable de la duplicación de catástrofes naturales en 20 años",https://www.latercera.com/que-pasa/noticia/cambio-climatico-principal-responsable-de-la-duplicacion-de-catastrofes-naturales-en-20-anos/4JNHM77KSRGULFDAINNQ6H3OGM/
Ciencia,La científica que busca restaurar algas con nuevas cepas resistentes al cambio climático,https://www.latercera.com/que-pasa/noticia/la-cientifica-que-busca-restaurar-algas-con-nuevas-cepas-resistentes-al-cambio-climatico/3AGWHSRCGNC6TBYZDVX4JQCZBQ/
Medioambiente,Proyecto de ley de cambio climático: indicaciones presentadas buscan reducir las facultades del ministerio de Hacienda,https://www.latercera.com/pulso/noticia/proyecto-de-ley-de-cambio-climatico-indicaciones-presentadas-buscan-reducir-las-facultades-del-ministerio-de-hacienda/6SJ4HBOGD5HUVEFJJ7XFUTV5WI/
Medioambiente,Proyecto Ley Marco Cambio Climático: una ley urgente,https://www.latercera.com/que-pasa/noticia/proyecto-ley-marco-cambio-climatico-una-ley-urgente/ZUFLJE7PDNCJZMNRRHIUR2DTOQ/
Cambio Climático,Septiembre de 2020 fue el mes más caluroso registrado en el mundo,https://www.latercera.com/que-pasa/noticia/septiembre-de-2020-fue-el-mes-mas-caluroso-registrado-en-el-mundo/SH3S3YCAJRF5FCF7SKYAY3T4QM/
Medioambiente,La Antártica chilena se derrite: zona vive el año más caluroso en tres décadas,https://www.latercera.com/que-pasa/noticia/la-antartica-chilena-se-derrite-zona-vive-el-ano-mas-caluroso-en-tres-decadas/M6CBJWA3CFE7FJSC2I4KGKYXHA/
Medioambiente,Amaranto: cómo esta nutritiva planta mexicana podría eludir el megasequía y el cambio climático en Chile,https://www.latercera.com/que-pasa/noticia/amaranto-como-esta-nutritiva-planta-mexicana-podria-eludir-el-megasequia-y-el-cambio-climatico-en-chile/DFU3KFEPQ5DMPJ5HY4CBUHT5UU/
Medioambiente,Príncipe Carlos tiene un plan contra el calentamiento global,https://www.latercera.com/que-pasa/noticia/principe-carlos-tiene-un-plan-contra-el-calentamiento-global/NOTLSTTJI5HCDEMQKBETDJCL4Q/
ONU,"Jefe de la ONU dice que si el mundo enfrenta la crisis climática como lo ha hecho con el Covid-19, teme ""lo peor”",https://www.latercera.com/que-pasa/noticia/jefe-de-la-onu-dice-que-si-el-mundo-enfrenta-la-crisis-climatica-como-lo-ha-hecho-con-el-covid-19-teme-lo-peor/UZNJPTGBNFDVZHUL7DVSLHGYGU/
Ciencia,Radiografía a la megasequía: ¿Por qué el fenómeno no retrocede a días que termine el invierno?,https://www.latercera.com/que-pasa/noticia/radiografia-a-la-mega-sequia-por-que-el-fenomeno-no-retrocede-a-dias-que-termine-el-invierno/3HM5W4IVZVESDKU7AIZUGLYXWY/
Medioambiente,Facebook sí cree en el cambio climático: red social lanza centro de información para combatir fake news del tema,https://www.latercera.com/que-pasa/noticia/facebook-si-cree-en-el-cambio-climatico-red-social-lanza-centro-de-informacion-para-combatir-fake-news-del-tema/ZENR53DU7RHEVOXZLFCLBU2SBI/
EE.UU.,Trump desestima preocupación por el cambio climático durante su visita a California: “Comenzará a enfriarse”,https://www.latercera.com/que-pasa/noticia/trump-desestima-preocupacion-por-el-cambio-climatico-durante-su-visita-a-california-comenzara-a-enfriarse/UFEQ7UPPVRBUPPAAVBXP334LVA/
Coronavirus,Incendios forestales están dejado irreconocible nuestro mundo,https://www.latercera.com/que-pasa/noticia/incendios-forestales-estan-dejado-irreconocible-nuestro-mundo/AV6RVLFUHBHPFGMEHRY3M7YSOQ/
Ciencia,¿Se puede predecir la muerte de especies por el calentamiento global? Científicos crean el modelo más fiable para obtener esa respuesta,https://www.latercera.com/que-pasa/noticia/se-puede-predecir-la-muerte-de-especies-por-el-calentamiento-global-cientificos-crean-el-modelo-mas-fiable-para-obtener-esa-respuesta/C3KKUDARQBCSFOZUQVAYTQT5LM/
Medioambiente,Megasequía sin fin: lapidario informe confirma llegada de La Niña que augura una primavera y un verano seco para Chile,https://www.latercera.com/que-pasa/noticia/megasequia-sin-fin-lapidario-informe-confirma-llegada-de-la-nina-que-augura-una-primavera-y-un-verano-seco-para-chile/F6D7RA7FKVHF3EQMQ4UGA6XTFU/
Medioambiente,"El pronóstico se cumple: Santiago tendrá inviernos más cortos, calurosos y con menos lluvias pero más intensas",https://www.latercera.com/que-pasa/noticia/el-pronostico-se-cumple-santiago-tendra-inviernos-mas-cortos-calurosos-y-con-menos-lluvias-pero-mas-intensas/JCCG3PATVRHOFJWSMEY55JYEUM/
Medioambiente,Zona central registra el invierno más lluvioso de la última década,https://www.latercera.com/que-pasa/noticia/zona-central-registra-el-invierno-mas-lluvioso-de-la-ultima-decada/B2HU4H3KUVAYBLUMNRKZGC6AGI/
Opinión,California y sus políticas climáticas: lecciones para Chile,https://www.latercera.com/que-pasa/noticia/california-y-sus-politicas-climaticas-lecciones-para-chile/2RPP7IN2XRG3JOZ57U7MUBYQYU/
Clasificación,El agua cobrará más importancia en las calificaciones soberanas,https://www.latercera.com/pulso/noticia/el-agua-cobrara-mas-importancia-en-las-calificaciones-soberanas/ZHXNHXR6LFBBPOIQXO7TRUQLYY/
Medioambiente,¿Sostener o enfrentar la crisis?,https://www.latercera.com/que-pasa/noticia/sostener-o-enfrentar-la-crisis/4UVJZYEC2JDZTMSJQAOEBCS7QE/
Antropología,El cambio climático propició herramientas neandertales más complejas,https://www.latercera.com/que-pasa/noticia/el-cambio-climatico-propicio-herramientas-neandertales-mas-complejas/H4BO4YLVCNA2JCW4RABS7ZN4P4/
Medioambiente,"Pese a los avances, agujero de la capa de ozono se extenderá por 40 años más: sustancias prohibidas recién desaparecerán en 2060",https://www.latercera.com/que-pasa/noticia/pese-a-los-avances-agujero-de-la-capa-de-ozono-se-extendera-por-40-anos-mas-sustancias-prohibidas-recien-desapareceran-en-2060/EGK5CCKG2JEQTLDSTIWETRSGPU/
Ciencia,"Histórico registro: obtienen sedimento marino de 1,3 millones de años del Paso Drake",https://www.latercera.com/que-pasa/noticia/historico-registro-obtienen-sedimento-marino-de-13-millones-de-anos-del-paso-drake/PW3Y33FUVVBGTOKIK3LQWS7UHM/
Medioambiente,Se aleja temor de racionamiento de agua: registran la temporada con más nieve en los últimos 15 años en la cordillera de Santiago,https://www.latercera.com/que-pasa/noticia/se-aleja-temor-de-racionamiento-de-agua-registran-la-temporada-con-mas-nieve-en-la-ultima-decada-en-la-cordillera-de-santiago/WHOHFZEP2ZE6JB3CNHO2LQBYL4/
Medioambiente,Década 2010-2019 cierra como la más seca en la zona central: ¿qué tendría que pasar para que se acabe la megasequía?,https://www.latercera.com/que-pasa/noticia/decada-2010-2019-cierra-como-la-mas-seca-en-la-zona-central-que-tendria-que-pasar-para-que-se-acabe-la-megasequia/FFITE5OCR5HH5CDLFFZZ76JQSI/
Medioambiente,Siberia se derrite: incendios y ola de calor han provocado un dramático deshielo de la zona más fría del planeta,https://www.latercera.com/que-pasa/noticia/siberia-se-derrite-incendios-y-ola-de-calor-han-provocado-un-dramatico-deshielo-de-la-zona-mas-fria-del-planeta/B5FW6WESD5GP3JZNKEHKIUEY5Y/
Ola de calor,#Cambioclimático | Ola de calor en Siberia eleva temperatura a récord histórico,https://www.latercera.com/la-tercera-tv/noticia/cambioclimatico-ola-de-calor-en-siberia-eleva-temperatura-a-record-historico/ADXP2EGUWNGJ3AVIDY3KHPM3OY/
Qué Pasa,Un primer (gran) paso,https://www.latercera.com/que-pasa/noticia/un-primer-gran-paso/LVXGF7ABCFAPLEVLGN4NSOLFTI/
Coronavirus,Confinamiento por coronavirus provoca la caída más grande en los niveles de CO2 desde la Segunda Guerra Mundial,https://www.latercera.com/que-pasa/noticia/coronavirus-provoca-la-caida-mas-grande-en-los-niveles-de-co2-desde-la-segunda-guerra-mundial/BNUJTPL4HNHSBFWKDE76KI2VAA/
Coronavirus,¿Cuándo será el próximo gran confinamiento? Científicos estiman que en 40 años,https://www.latercera.com/que-pasa/noticia/cuando-sera-el-proximo-gran-confinamiento-cientificos-estiman-que-en-40-anos/XLIWTEHYXZCVZD2LNDJFNSAKIM/
Cambio Climático,Más de 3 mil millones de personas vivirán con temperaturas similares al Sahara en 50 años más,https://www.latercera.com/que-pasa/noticia/mas-de-3-mil-millones-de-personas-viviran-con-temperaturas-similares-al-sahara-en-50-anos-mas/PYQAZFDU5ZCH7CGDTZON53EIF4/
Cambio Climático,2020 tuvo uno de los meses de abril más cálidos jamás registrados en la historia,https://www.latercera.com/que-pasa/noticia/2020-tuvo-uno-de-los-meses-de-abril-mas-calidos-jamas-registrados-en-la-historia/GHRJAJPMZRE2BH6MYH5HAE4EWI/
Día de la Tierra,Petorca: Vivir la pandemia en medio de la peor sequía en 700 años,https://www.latercera.com/que-pasa/noticia/petorca-vivir-la-pandemia-en-medio-de-la-peor-sequia-en-700-anos/5AMA65PMJRDEJNJYRDKGTHRPUE/
Cine,Michael Moore presenta nuevo documental sobre el cambio climático,https://www.latercera.com/culto/2020/04/22/michael-moore-presenta-nuevo-documental-sobre-el-cambio-climatico/
Coronavirus,¿Detendrá el Covid-19 el calentamiento global?,https://www.latercera.com/opinion/noticia/detendra-el-covid-19-el-calentamiento-global/T7HNX6IRUNCVXASKEL66ZXYL6U/
Qué Pasa,Gobierno oficializa ante la ONU su compromiso para reducir emisiones: es el séptimo país en el mundo en hacerlo,https://www.latercera.com/que-pasa/noticia/gobierno-oficializa-ante-la-onu-su-compromiso-para-reducir-emisiones-es-el-septimo-pais-en-el-mundo-en-hacerlo/BBPLRJYS7VGQNINDO7MG6BES6A/
Hub Sustentabilidad,Unión Europea presenta borrador de primera ley de cambio climático,https://www.latercera.com/pulso/noticia/union-europea-presenta-borrador-de-primera-ley-de-cambio-climatico/IGWUR2MGCVHNBK6PMDCY4EXG6A/
Qué Pasa,La mitad de las playas mundiales podrían desaparecer para 2100: Chile sería uno de los más afectados,https://www.latercera.com/que-pasa/noticia/la-mitad-de-las-playas-mundiales-podrian-desaparecer-para-2100-chile-seria-uno-de-los-mas-afectados/ZUE2VJVMQRBBBKLIZCVVU7DGNA/
Osos polares,Cómo el canibalismo en los osos polares está aumentando a causa de la crisis climática,https://www.latercera.com/que-pasa/noticia/canibalismo-en-osos-polares-esta-aumentando-a-causa-de-la-crisis-climatica/6U4M4XD6BBA2JI74TTDEOSGHYA/
Cambio climático,Greta Thunberg participará en reunión de la Comisión Europea por el cambio climático,https://www.latercera.com/que-pasa/noticia/greta-thunberg-participara-en-reunion-de-la-comision-europea-por-el-cambio-climatico/XGPGZE55SFESRL25ZT55KJBGTQ/
Qué Pasa,Colonias de pingüinos se reducen dramáticamente en últimos 50 años por altas temperaturas en la Antártica,https://www.latercera.com/que-pasa/noticia/colonias-de-pinguinos-se-redujeron-dramaticamente-en-50-anos/1006692/
Antártica chilena,Hombre mirando a la Antártica,https://www.latercera.com/tendencias/noticia/hombre-mirando-a-la-antartica/1002118/
Ciencia,Registran posible récord de temperatura máxima en la Antártida,https://www.latercera.com/que-pasa/noticia/registran-posible-record-de-temperatura-maxima-en-la-antartida/1002892/
Medioambiente,La inusitada disputa entre ganaderos y guanacos a causa de la crisis climática,https://www.latercera.com/que-pasa/noticia/la-inusitada-disputa-entre-ganaderos-y-guanacos-a-causa-de-la-crisis-climatica/1001495/
Medioambiente,"El iceberg antártico más grande del mundo, a punto de ingresar al océano",https://www.latercera.com/que-pasa/noticia/iceberg-antartico-mas-grande-del-mundo-punto-ingresar-al-oceano/1001373/
Medioambiente,En tiempos de sequía ¿Qué especies de árboles son más resistentes?,https://www.latercera.com/que-pasa/noticia/especie-de-arboles-son-mas-resistentes/1000778/
Qué Pasa,Enero de 2020 fue el mes más cálido en el mundo desde que hay registros históricos,https://www.latercera.com/que-pasa/noticia/enero-de-2020-fue-el-mes-mas-calido-en-el-mundo-desde-que-hay-registros-historicos/999933/
Tiempo de Actuar,Medición y neutralización de la huella de carbono: evaluación al lento despegue de las iniciativas en Chile,https://www.latercera.com/tiempo-de-actuar/noticia/medicion-neutralizacion-la-huella-carbono-evaluacion-al-lento-despegue-las-iniciativas-chile/993289/
Tendencias,Crepusculario de la biodiversidad,https://www.latercera.com/tendencias/noticia/crepusculario-la-biodiversidad/994380/
